Sample,Sample Type,Lat,Lng,Elevation(masl),Thickness(cm),Density(g/cm3),Shielding,10Be-conc(at/g),10Be-unc(at/g),10Be-std,Sample Year,Published Age (yr),Published Unc (yr),Reference,Height (cm),Regions
BH13-01,boulder,44.34196,-106.98186,2540,5.5,2.7,1,431000,15900,07KNSTD,2013,14583,772,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",130,Northern Rockies
BH13-02,boulder,44.34207,-106.98179,2541,5.5,2.7,1,1060000,22800,07KNSTD,2013,34437,1507,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",65,Northern Rockies
BH13-03,boulder,44.3434,-106.98193,2538,5.5,2.7,1,433000,15400,07KNSTD,2013,14668,763,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",100,Northern Rockies
BH13-04,boulder,44.3442,-106.98332,2546,3.5,2.7,1,688000,17300,07KNSTD,2013,22125,1008,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",60,Northern Rockies
BH13-05,boulder,44.34111,-106.98123,2540,7,2.7,1,526000,17300,07KNSTD,2013,17795,894,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",55,Northern Rockies
BH13-06,boulder,44.34106,-106.98243,2542,4.5,2.7,1,1290000,29700,07KNSTD,2013,41121,1834,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",70,Northern Rockies
BH13-07,boulder,44.3409,-106.98421,2544,4.5,2.7,1,751000,40500,07KNSTD,2013,24247,1605,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",80,Northern Rockies
BH13-08,boulder,44.34111,-106.98095,2528,5,2.7,1,665000,16900,07KNSTD,2013,21949,1003,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",75,Northern Rockies
BH13-09,boulder,44.35419,-107.01688,2701,3.5,2.7,1,576000,44000,07KNSTD,2013,16980,1452,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",140,Northern Rockies
BH13-10,boulder,44.35158,-107.03504,2767,5,2.7,0.9972,678000,16300,07KNSTD,2013,19242,864,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",60,Northern Rockies
BTC-01,boulder,44.12383,-107.25046,2205,2,2.7,0.993,437000,25400,07KNSTD,2013,18231,1268,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",130,Northern Rockies
BTC-02,boulder,44.12374,-107.25047,2198,3,2.7,0.993,326000,10200,07KNSTD,2013,14004,688,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",95,Northern Rockies
BTC-03,boulder,44.12319,-107.25102,2211,6,2.7,0.9944,340000,11500,07KNSTD,2013,14772,751,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",60,Northern Rockies
BTC-04,boulder,44.12277,-107.25191,2202,5,2.7,0.9947,394000,12500,07KNSTD,2013,16936,838,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",70,Northern Rockies
BTC-05,boulder,44.12233,-107.25301,2193,2,2.7,0.9941,929000,29200,07KNSTD,2013,37967,1881,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",60,Northern Rockies
BTC-07,boulder,44.1231,-107.25405,2200,5,2.7,0.9924,3570000,120000,07KNSTD,2013,149526,7838,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",60,Northern Rockies
BTC-08,boulder,44.12347,-107.25395,2190,7,2.7,0.9919,418000,16000,07KNSTD,2013,18387,992,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",120,Northern Rockies
BTC-10,boulder,44.12376,-107.2536,2199,5,2.7,0.9927,1260000,31600,07KNSTD,2013,53252,2442,"Laabs BJC, Licciardi JM, Leonard EM, Munroe JS, Marchetti DW, 2020. Updated cosmogenic chronologies of Pleistocene mountain glaciation in the western United Stated and associated paleoclimate inferences. Quaternary Science Reviews 242, 106427.",60,Northern Rockies
SCO-01,boulder,37.9882,-105.4926,2941,7,2.7,0.9875,569000,19200,07KNSTD,2011,18600,900,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",NA,Colorado Plateau
SCO-02,boulder,37.9887,-105.4918,2932,3.5,2.7,0.9892,608000,18800,07KNSTD,2011,19300,900,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",NA,Colorado Plateau
SCO11-01,boulder,37.9875,-105.4984,3024,3,2.7,0.9948,604000,14400,07KNSTD,2011,18100,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",65,Colorado Plateau
SCO11-02,boulder,37.9876,-105.4975,3024,3,2.7,0.9945,629000,19700,07KNSTD,2011,18800,900,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",57,Colorado Plateau
SCO11-07,boulder,37.9899,-105.4953,3000,2,2.7,0.9946,588000,22900,07KNSTD,2011,17700,900,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",NA,Colorado Plateau
SCO11-08,boulder,37.9874,-105.4996,3000,2,2.7,0.9952,720000,19300,07KNSTD,2011,21500,1000,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",NA,Colorado Plateau
SCO11-6B,boulder,37.9821,-105.496,3043,2,2.7,0.9964,615000,23100,07KNSTD,2011,18000,900,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",60,Colorado Plateau
SCR-01,boulder,38.0003,-105.6497,3161,2.5,2.7,0.944,6.00E+05,17800,07KNSTD,2011,17400,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",NA,Colorado Plateau
SCR-02,boulder,38.0004,-105.6495,3167,5,2.7,0.944,699000,26400,07KNSTD,2011,20500,1100,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",NA,Colorado Plateau
SCR-03,boulder,38.0007,-105.6485,3181,4.5,2.7,0.9249,701000,27100,07KNSTD,2011,20700,1100,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",NA,Colorado Plateau
WIL11-01,boulder,37.9887,-105.6502,3023,2,2.7,0.99,533000,11900,07KNSTD,2011,16000,700,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",200,Colorado Plateau
WIL11-02,boulder,37.9887,-105.6502,3023,1,2.7,0.9903,532000,18800,07KNSTD,2011,15800,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",250,Colorado Plateau
WIL11-03,boulder,37.9879,-105.6519,2996,1,2.7,0.9926,598000,21500,07KNSTD,2011,17900,900,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",120,Colorado Plateau
WIL11-04,boulder,37.989,-105.6495,3036,2,2.7,0.9918,530000,17300,07KNSTD,2011,15700,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",65,Colorado Plateau
WIL11-05A,bedrock,37.993,-105.6042,3559,1,2.7,0.9625,762000,24300,07KNSTD,2011,17100,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL11-05B,bedrock,37.993,-105.6042,3559,2,2.7,0.961,720000,21300,07KNSTD,2011,16300,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL11-06,bedrock,37.9926,-105.6151,3517,1,2.7,0.9416,605000,17900,07KNSTD,2011,14300,700,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL11-07,bedrock,37.9923,-105.6148,3519,1,2.7,0.943,666000,21500,07KNSTD,2011,15600,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL11-08,bedrock,37.9924,-105.6222,3463,3.5,2.7,0.9565,667000,18100,07KNSTD,2011,16200,700,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL11-09,bedrock,37.9853,-105.5959,3754,3,2.7,0.9525,676000,27000,07KNSTD,2011,14100,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL11-10,bedrock,37.9854,-105.5948,3761,4,2.7,0.9561,670000,26600,07KNSTD,2011,14000,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL11-12,bedrock,37.9918,-105.621,3461,2,2.7,0.9347,7.00E+05,40500,07KNSTD,2011,17200,1200,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL11-14,boulder,37.989,-105.6495,3036,2,2.7,0.9927,566000,18600,07KNSTD,2011,16900,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",65,Colorado Plateau
WIL11-16,boulder,37.9888,-105.6486,3018,2,2.7,0.9872,520000,12000,07KNSTD,2011,15700,700,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",88,Colorado Plateau
WIL11-17,boulder,37.9891,-105.6478,3016,2,2.7,0.9897,556000,15400,07KNSTD,2011,16700,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",77,Colorado Plateau
WIL12-01,boulder,37.9852,-105.6481,3024,2,2.7,0.9961,534000,17300,07KNSTD,2012,15900,800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",200,Colorado Plateau
WIL12-03,bedrock,37.9909,-105.6293,3162,2,2.7,0.9323,1160000,48100,07KNSTD,2012,32700,1800,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL12-04,bedrock,37.9907,-105.6294,3146,2,2.7,0.9263,898000,27400,07KNSTD,2012,26100,1200,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL12-04B,bedrock,37.9907,-105.6294,3146,2,2.7,0.9263,1150000,60600,07KNSTD,2012,32900,2100,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",0,Colorado Plateau
WIL12-06,boulder,37.9849,-105.6503,2970,2,2.7,0.9952,542000,22300,07KNSTD,2012,16700,900,"Leonard EM, Laabs BJC, Plummer MA, Kroner RK, Brugger KA, Spiess VM, Refsnider KA, Xia YD, Caffee MW, 2017. Late Pleistocene glaciation and deglaciation in the Crestone Peaks area, Colorado Sangre de Cristo Mountains, USA <d4><f8>O<d4><f8>O<d4><f8>O chronology and paleoclimate. Quaternary Science Reviews 158, 127-144.",NA,Colorado Plateau
